time,number_evacuted_people
0.0,0
200.0,11
400.0,37
600.0,78
800.0,103
1000.0,123
1200.0,130
1400.0,137
1600.0,143
1800.0,148
2000.0,149
2200.0,153
2400.0,156
2600.0,157
2800.0,158
3000.0,158
3200.0,159
3400.0,160
3600.0,161
3800.0,163
4000.0,165
4200.0,168
4400.0,169
4600.0,169
4800.0,170
5000.0,171
5200.0,171
5400.0,172
5600.0,175
5800.0,176
6000.0,177
6200.0,178
6400.0,181
6600.0,183
6800.0,183
7000.0,183
7200.0,183
