time,number_evacuted_people
0.0,0
200.0,20
400.0,80
600.0,178
800.0,241
1000.0,270
1200.0,284
1400.0,291
1600.0,300
1800.0,306
2000.0,311
2200.0,313
2400.0,315
2600.0,317
2800.0,318
3000.0,322
3200.0,323
3400.0,326
3600.0,329
3800.0,332
4000.0,338
4200.0,340
4400.0,343
4600.0,343
4800.0,347
5000.0,347
5200.0,348
5400.0,350
5600.0,350
5800.0,352
6000.0,353
6200.0,355
6400.0,356
6600.0,356
6800.0,356
7000.0,357
7200.0,357
